,Sikayet Icerigi
3481,"AFAD çağrı merkezine ulaşamıyoruz. Depremzede olarak henüz TOKİ kurasında ismimiz çıkmadı. Anahtar teslimi bile almadan yardım parasını kesmek ne demek? Toplanan paraları kim ne yaptı? Ayrıca, devlet olarak bu sorumluluğu kim alıyor? Hakkımız olan nerede? Binlerce yardımlar, milyonlarca vergiler neden var diye soran olmuyor mu?"
3482,TurkNet internet başvurumu 10.06.2024 tarihinde yaptım bugün 02.07.2024 Türk Telekom tarafından hâlâ bağlantım sağlanmadı. Sürekli irtibata geçtik denilerek ertelendi. Evimdeki internetin taahhüdü bitmek üzere bir an önce Türk Telekom'un bağlantımı yapmasını istiyorum.
3483,Tatilbudur.com dan iptal sigortalı aldığım tatili bir türlü iptal edemedim girdiğim günden beri Tatilbudur yetkililerini aradım. Biz size döneceğiz dediler ama bir türlü dönmediler. Sürekli oyalandım. Her telefon Görüşmesinden sonra talebiniz çözülmüştür diye de mesaj attılar.
3484,Gbakiyem uygulamasına giriş yapamıyorum. Hesabın yönetici tarafından uzaklaştırıldı yazıyor. Birden fazla gbakiyem hesabı açıp referans ekleyip referanslardan puan kazandım çoklu hesap yasak olduğu bilmiyordum lütfen hesabımı geri açılmasını istiyorum yardımcı olur musunuz.
3485,"Şırnak MNB Kargo'nun yine bana denk gelen sorumsuzluğu. Kargo firması 2. kez aynı şeyi yaptı; kargo teslim edilecek mesajı gelmeden iade ediyor ve ben adrese teslim ödemesi yapmışken. Lütfen şikayetimi ciddiye alın artık. Kargo kapatılıyor mu, ne yapılırsa yapılsın."
3487,Anadolu mobilya okan grup diye sitelerde bir atölye internetten verdiğim siparişi göndermedi. Tüm parayı almasına rağmen fotoğraf dahi gönderemiyor. Sürekli sudan bahanelerle nakliyeyi erteledi 3 aydır ürünleri alamadığım gibi telefonla da ulaşılamıyor. Para iadesi de yapmıyor. Her türlü yasal şikayette bulundum. Sonuna kadar da uğraşacağım.
3488,"2 Temmuz 2024 tarihinde passo.com.tr sitesi üzerinden Fenerbahçe sezonluk kombinemi yenileme işlemim esnasında 23-24 sezonundan kalma devir puanlarımı ilgili seçeneği işaretlememe rağmen kullanamadım. Kredi kartımdan tam ücret alındı, bununla ilgili ivedi olarak işlem yapılmasını ve devir puanlarımın ödeme rakamından düşülmesini talep ediyorum."
3493,Obilet üzerinden almış olduğum Adıyaman-Kahta otobüs biletim olmasına rağmen Topçam firmasi Kahta'ya girmeyip Adıyaman'da bırakılıp gidildi. Defalarca ilgili yerlere belirtmemize rağmen mağduriyet yaşadık. Hem firma yetkilileri hem de Obilet e bildirme rağmen sorun çözülmedi paramızla rezil olduk tam anlamıyla
3497,"23 haziranda Digiturk arayarak 20 MB internet+ taraftar paketine geçiş yaptım. Ama hala evime modem kurulumu yapılmadı. Herhangi bir yetkiliye ulaşamıyorum. Yılların firması bir internet için bu kadar bekletmesi normal mi, helal olsun... Size zahmet müşterinizle muhatap olun"
3498,"TikTok'ta bir kişi benim adıma hesap açarak dolandırıcılık yapıyor. Kesinlikle o hesabın hemen silinmesini istiyorum. Lütfen bana yardımcı olursanız sevinirim. Bir an önce bu sayfayı kapatmanız gerekiyor. Şimdiden teşekkürler. TikTok, saygılarımla önem ve rica ederim."
3499,Trendyol üzerinden verdiğim 9315115343 numaralı sipariş 25.06.2024 tarihinde kargoya verilmesine rağmen günlerdir kargo hareketi bulunmadığı gibi elime ulaşmamıştır. Defalarca destek talep etmeme rağmen hiçbir işlem yapılmamıştır. Kargoyu kaybettiğinize eminim derhal iade yapın yoksa Tüketici Hakem Heyeti'ne gerekli başvuruyu yapacağım.
3502,28 haziranda sipariş verip ödemesini yaptığım ürün ile ilgili bugün aradığımda ne zaman teslim edileceğinin belli olmadığını bildirdiler Gratis ürünün ödemesini alıp paramı işletiyor ve urunu göndermiyor. Gratis acil konuya çözüm getirmelisin. Müşteri hizmetleri şikayet departmanı olmadığını bildirdi. Aşağıdaki resimdeki sipariş ile ilgili acil çözüm
3504,"Decathlon'dan mobil uygulamasından kamp yatağı siparişi verdim. Bir hafta oldu. Teslimat yok. Kargomsende ile gönderiyorlarmış, muhatap yok, cevap yok, çözüm yok. Neymiş, kargoda kota varmış, gecikebilirmiş. Yahu hangi devirde yaşıyoruz? On beş günde kargo mu olur, o da belirsiz. Tatile gideceğim, yaz bitti, alo."
3506,Ankabahis ödeme yapmıyor uzun süredir bekliyorum. En kısa sürede ödenecektir deyip duruyorlar gelen bir şey bulunmamaktadır. Müşteri temsilcisi tarafından aranma talep ediyorum fakat geri dönüş olmuyor. Sorunum çözülürse buraya tekrardan yazıp bilgi veririm.
3511,Rafburada.com'dan 12.06.2024 tarihinde elimize ürünler ulaştı fakat eksik malzemeleri mevcut. Defalarca aramamıza yazmamıza rağmen herhangi bir dönüş olmuyor Gelen ürünlere ait görsel istenildi gönderdik. Numara bıraktık sizi arayacaklar denildi fakat herhangi bir dönüş olmuyor. 02.07.2024 tarihi oldu henüz bir sonuca varamadık.
3514,"Papara parama el koydu! 40 gündür 1.170.000 TL parama el koydu. Param ortada yok hesabıma bloke koymuşlar, aramalarımı açmıyorlar, hesabıma giriş yapamıyorum. Muhatap bulamıyorum. Paramın acilen hesabıma yatmasını talep ediyorum. Param ortada yok. Zor durumda kaldım. Acilen hesabıma giriş yapıp paramı almak istiyorum."
3515,Ben i** Bankası kredi kartı limiti arttırmak istediğimde üzerimde kayıtlı olan QNB Finansbank kredi kartı ile ı** bankası kredi kartımın bulunduğunu öğrendim. Kredi kartlarımı iptal ettirdiğim halde hala risk merkezinde kredi kartlarımın bulunduğunu görüyorum. Acaba ne zaman sisteme düşüp bu düzeltilir?
3518,@maliavdesign Kampanya şeklinde reklamlar yapıyorlar. İki elbise için 994₺ verdim. İbana havale istiyorlar. Sonra WhatsApp'tan kesinlikle iletişime geçmiyorlar! 3 gün siparişim kargoya verilmeyince şüphelendim ve mağdur oldum.
3521,İzmirim kart uygulaması yükleme problemi yüzünden metroda mahsur kaldım. Yüklediğim para karta geçmiyor müşteri hizmetleri sadece parayı geri iade edebileceğini herhangi bir yükleme desteği sağlayamayacağını belirtiyor. Konu hakkında ivedi çözümler sağlanması gerekmektedir insanlar resmi kurumlara bu nedenle yetişemiyor.
3523,923321632 sipariş numaralı siparişimi başka yerde daha ucuza bulduğum için iptal etmek istiyorum. Ürünün gelmesi cayma hakkı kullanma vb. Süreci uzatacağından iptal etmek istedim ancak sistem izin vermedi. Ürün cayma hakkının istisnalarından değil bu sebeple yazılı başvuruyorum Hakem Heyeti'ne başvuracağım
3524,Parex wondero mopumun başlığında sorun yaşıyorum sürekli çıkıyor. İnternetten yedeğini bulamıyorum. Ürünümü seviyorum ve kullanmak istiyorum. Eğr yedeğini bulamazsam ürünüm çöp olacak ve sadece sapı yüzünden yeni bir set almak istemiyorum. Lütfen yardım olun.
3525,"29 Haziran 2024 tarihinde, Kale Seyahat'in 59KS486 plakalı otobüsü ile Söke-Kuşadası güzergahında, 9414040 PNR numarası ile eşim, arkadaşım ve ben 3 kişi yolculuk yaptık. Yolculuğumuz sırasında birçok sorunla karşılaştık."
3526,"Slot oynarken oyunda yaşanan kesinti beni çok sinirlendirdi, oyunun can alıcı yerinde iki defa oyun kesildi. Sinirden telefonu fırlatacaktım artık."
3527,"Sayın yetkili 11794 v 3000 dün 19:15'e kadar yıllardır sorunsuz çalışıyordu. Biranda ekran karardı, sonra yok şunu girin yok bunu yapın. Yapabilen var yapamayan var. Cihazlar bin bir türlü. Bu işi çözerse iletişim başkanlığı, CİMER, ya da siyasi otorite çözer. Yardım lütfen..."
3528,"Araç gümrükte deniyor ancak farklı bir bilgi verilmiyor. Diğer firmalar aracın aşamalarını net şekilde gösterirken Chery firmasında bu durum çok kötü şekilde işletiliyor maalesef. Genel merkez telefonlarına cevap vermiyor, Bayiler buraya araç gelmeden bilemeyiz diyorlar kimseden hiçbir şekilde bilgi alınamıyor."
3529,Instagram hesabım üzerinden adıma şikayet açılmış. Gerçek olmayan karalama politikası uygulayan kimliği belirsiz kişi veya kişiler tarafından hedef gösterilip karalama çabası adına bir algı oluşturulmaya çalışılmaktadır. Evli ve çocuklu birine nasıl yapılabilir diye düşünmem saçma olur. Şikayetin acilen kaldırılmasını talep ediyorum.
3530,Alo 170'i aradığımda kaç gündür sistemlerimiz arızalı deniyor. İŞKUR internet sitesinden bilgi güncelleyemiyorum. Sizin sistem arızanızı gidermenizi mi bekleyeceğim?
3532,N11.com sitesinde EOS marketten yaptığımız Dyson marka alışverişimizde bir yıl sonra garantiyi kendilerinin yaptığını ve Dyson'dan destek alamayacağımızı öğrendik. Meğer bu satıcılar Dyson ile anlaşmalı değillermiş ve bu sebeple Dyson bu mağazadan alınan ürünlere garanti kapsamında destek sağlamıyormuş.
3533,"Vodafone, bulunduğum bölgede altyapı çalışması yapmadığı için internetim ve telefon hattım çekmiyor. Bir yıldır durum böyle. Depremden beri internetim zaten çok hızlı değil, ancak en azından internet sitelerini açmasını beklerim. En kısa sürede sadece benim değil, tüm bölgenin sorununun çözülmesini talep ederim."
3534,"T. S***** Hukuk diye hukuk bürosu olduğunu söyleyen kişi/kişilerden 0312 905 53 72 numaralı telefon bilgileri içeren, 'Dosyanız hukuk büromuza devredilmiştir, mağdur olmamak için arayınız' şeklinde mesajlar aldım. Emin olmama rağmen ben kontrollerimi yaptığımda hiçbir yasal borcum olmadığını gördüm."
3537,"Mail atmama rağmen tarafınızdan dönüş yapılmadı. Tekrardan buraya yazıyorum. Algida uygulaması üzerinden çekilişe katıldım ve ödül kazandım. Ödülleri kullanmak için anlaşmalı üç markete gittim. İlk gittiğim market, uygulamanın kendilerinde olmadığını belirtti. İkinci market, uygulamanın artık geçerli olmadığını söyledi."
3540,"Merhaba, İsemkitap üzerinden tam 10 gün önce 10 adet kitap satın aldım. Normalde 3-5 gün içerisinde kargoya verilmesi gereken kitaplar hala kargoya verilmedi. Çağrı merkezine ulaşmak imkansız. Gün içinde tekrar ulaşmaya çalışacağım, ulaşamazsam Tüketici Hakem Heyeti'ne gidiyorum"
3541,"Türk Telekom'un internet hizmeti yüzünden İstanbul'un göbeğinde internet bağlantımız 5 dakikada bir gidiyor. Her türlü şeyi denedim, müşteri hizmetlerini aradım. Modeme bakın, kablolara bakın diyorlar ama problemi çözemiyorlar. Param son kuruşuna kadar helal olmasın. 100mb internet veriyorlar ama kesilmeden kullanabileceğimiz bir internet sunmuyorlar."
3542,Kaan mobilya Trabzon mağazasından 04/23/2024 tarihinde almış olduğum oturma grubunu kurulum esnasında ambalajlarını falçata ile açarken koltuğu kestiler. Yapılan işlemi tespit için gelecek olan personel gelmedi gelmiyor. En son 25 hazirana gün verdiler gelmediler. Bugün itibariyle telefonuma bakmıyorlar
3543,Pull & Bear'dan online aldığım 440 TL'lik bir ürünü 30.06.2024 tarihinde mağazada iade ettim. Banka ile görüştüğümde de iade işleminin gerçekleştiğini ve iade tutarının bankaya yansıtıldığını öğrendim. Fakat tutar hala hesabıma yatırılmadı. Bir an önce iade tutarının hesabıma yatırılmasını istiyorum!
3544,1. Kimlik taratma uygulaması çalışmıyor. 2. Mail doğrulatmak için maile link gelmiyor. 3. Kredi kartımın son 6 aylık ekstresini görmek istiyorum.
3545,"Buse Butik'ten ben de sipariş verdim. Hem renk farklı hem de çok büyük. İade etmek istedim, iade yapılmıyor. Değişim yapıyoruz. Başka alacağım yok, neden mağdur bıraktınız? Yorumları okuyunca çok pişman oldum. Bir daha asla sipariş vermem. Bu kadar site var, böyle bir şey hiçbirinde yok."
3550,"Nişantaşı Parfümeri, orijinal diye satılan parfümü orijinal değil. Telefona cevap verilmiyor. WhatsApp'tan cevap vermiyorlar, mağdur edildim. İade etmek istiyorum diye yazdım, cevap vermiyorlar. İlk kez alışveriş yapmıştım!"
3554,Bu sözde veteriner tamamen para üzerine kurulmuş hayvanlara sevgisiz bir işletme. Burası asla bir klinik olamaz. Böyle işletmeler batmaya mahkum. İşini hakkıyla yapan veteriner hekimlerimize kara leke bunlar.
3555,Kontur firmasında yaptığım yolculukta valizim kayboldu. Kurumsal olan bu firmanın bu denli ilgisizliğinden ve oyalama politikasını esefle kınıyorum. Tüm mecralara şikayetim mevcuttur. Can ve mal güvenliğinim maalesef hiçe sayılmıştır.
3559,"Benim değerli zamanımı boş yere şubede 1 saat bekletiyorlar. 7 yıldır çalıştığım şirket maaş hesaplarını Garanti Bankası'na taşıdı, ancak maaş hesabım açılmadı. Sonrasında 'bankamız sizinle çalışmak istemiyor, o yüzden açılmıyor' dediler."
3560,Merhaba ofis işyerimde mail adresleri açılı ve her seferinde outlook'u kapatıp açmak zorunda kalıyorum ve Windows zorla! İnsanları yeni outlook'a geçiriyor. Ya Allah aşkına program yenileme bile yapamıyorsa neden bize bunu zorla kullandırıyorsunuz? Amaç ne?
3564,"Hakkımda şikayet varmış, kimseye mesaj atmadım. Şikayetin incelenmesini istiyorum. Tanımadığım bir şahıs bana rahatsızlık veriyor. Mesaj atıyor diye gereksiz iddialarda bulunuyor. Mesaj kayıtlarında herhangi birine mesaj atma olayım söz konusu değildir. Bu kişi hakkında şikayetçi olmak istiyorum."
3565,Uzun zamandır ödemeleri mi yapıyorum. Fakat puanım yükselmiyor. Gecikmede olduğum taksiti ödediğim halde halen daha gecikme vardır yazıyor. Puanımın tekrar değerlendirilmesini talep etmekteyim. Daha öncesinden itiraz kaydıda oluşturdum fakat son ödeme durumu 1 yazmakta bunu da anlayamadım. Halen daha aynı çözüm beklemekteyim
3568,Kesinlikle ürün göndermiyorlar. Parayı iade etmiyorlar. Şikayetçi olacağımı söyleyince türlü bahanelerle oyalıyorlar. Kapatılması gereken sayfa asla. Ürünleri alalı 40 günü geçti yorumları kapalı numaraya ulaşılmıyor. Kesinlikle alışveriş yapılacak bir butik değil.
3569,Kısa süreliğine bir bireysel emeklilik serüveni yaşadık. Maddi nedenlerden dolayı çıkış yaptım. Ben para beklerken neredeyse borçlu çıkacaktım. Kendi yatırdığım parayı da masraf diyerek vermediler. Çıkış yaparken onay verilen bir madde varmış. Kaşla göz arası çarptılar.
3571,"Poyraz Wi-Fi internet 14 Haziran itibarıyla taşıma işlemi başlatmama rağmen, bugün 2 Temmuz itibarıyla gerçekleştirilmedi. Kullanmadığım internetin borcunu ödeyeceğim uzun bir süreçte taşımayı yapmıyorsunuz. Kendilerini defalarca aramama rağmen Türk Telekom ekibiyle irtibat halindeyiz, bugün 2 Temmuz 2024 sorun yine çözülmüyor. Bu konuda mağduriyetimin giderilmesini istiyorum."
3574,"Obilet firmasından İstanbul Havalimanı'ndan Astana'ya bilet aldım. Uçak seferi aktarmalı olarak gidiyordu; önce Almatı'ya, sonra Astana'ya. İşim gereği Astana'ya devam etmeyip Almatı'da kalmam gerekiyordu. Bunu firmaya bildirdim, ücret farkı vermeyeceklerini söylediler. Bilet iptalini istedim. Neredeyse ücretin yarısını iade edeceklerini söylediler. Ben böyle bir firma görmedim."
3575,"Aile destek ödemesi alıyorum. Maddi durumum kötü, diğer aile yardımına başvuruda bulundum fakat hâlâ sonuçlanmadı. Hâlâ bekliyorum. Lütfen sonuçlansın artık, gerekenin yapılmasını arz ediyorum. Hem kaymakamlıktan başvuruda bulunmuştum hem de e-devlet üzerinden başvuruda bulundum. Lütfen süreç hızlansın."
3576,02.07.2024 tarihinde Topçam firmasında almış olduğumuz Şanlıurfa-Kahta biletimiz olmasına rağmen otobüs Kahta'ya girmeyip Adıyaman'da indirildik. Hem almış olduğum Obilet hem de Topçam firmasına ulaşmama rağmen sorun çözülmedi. Mağduriyet yaşadık. Kimse bu firmaya bulaşmasın. Sistemlerinde görünmesine rağmen sattıkları biletin arkasında durmayan firma.
3578,"Bir Superonline kullanıcısıyım ve bugün bir sorun fark ettim. 20/09/2023 tarihinde tarifemi ""yalın VDSL yeniden"" olarak güncelledim ve taahhüt bitiş tarihim de 20/09/2024 olarak belirlendi. Sonrasında hizmeti kullanmaya devam ediyordum. Ancak, bir süre sonra kurumsal bir numara tarafından sıkça aranmaya başladım."
3579,"Bu kadar para verip aldığım ürünle rezil oldum. Müşteri hizmetlerini bilgi almak için aradım. En son, 'Keşke sizinle görüşmeden önce karar verseydim,' dedim. 'Almışsınız, yapacak bir şey yok,' diyorlar. 'İstediğiniz yere şikayet edin,' şeklinde kendinden emin ama çözüm odaklı olmayan bir tavır sergilediler. Pişmanım."
3580,"36 saattir elektrik gelmiyor. Sorduğumuzda kablo arızası deyip geçiştiriyorlar. Sene 2024, herhangi bir köyde değiliz, Beylikdüzü'ndeyiz. Dolabımızda her şey bozuldu, bunları kim karşılayacak? Yakuplu Mahallesi Hürriyet Bulvarı Caddesi'nde iki gündür elektrik yok. Gerçekten işe yaramaz bir firmasınız."
3585,"Ajet'ten bilet aldım. Ne olduğunu anlamadığım bir şekilde uçuş saatimin benim seçmediğim bir saatte olduğunu gördüm biletlemede. Sonrasında aradığım çağrı merkezindeki her arkadaş farklı bir yorumda bulundu. Biri 595 lira istedi, diğeri değiştiremeyiz dedi, diğeri de 1600 lira istedi. Ajet pişmanlıktır."
3586,"Bir haftadır interneti kullanamıyorum. Bir kabloyu gelip yapmıyorsunuz. Bu kadar mağduriyet edilmez, genel arıza deyip duruyorsunuz. Genel arıza dediğiniz ilçenin her yerini kaplar. Bizi saf yerine mi koyuyorsunuz? Bu bir mahalle, bir yerde kablo kopuk, bu kadar zor mu bunu gelip yapmak?"
